Date,Open,High,Low,Close,Volume 
10/31/2007 12:00:00 AM,154.63,190.12,152.93,189.95,8.304343E+08
11/30/2007 12:00:00 AM,188.6,192.68,150.63,182.22,9.351213E+08
12/31/2007 12:00:00 AM,181.86,202.96,176.99,198.08,6.158447E+08
1/31/2008 12:00:00 AM,199.27,200.26,126.14,135.36,1.256109E+09
2/29/2008 12:00:00 AM,136.24,136.59,115.44,125.02,8.875911E+08
3/31/2008 12:00:00 AM,124.44,145.74,118,143.5,8.188818E+08
4/30/2008 12:00:00 AM,146.3,180,143.61,173.95,8.135893E+08
5/31/2008 12:00:00 AM,174.96,192.24,172,188.75,6.636819E+08
6/30/2008 12:00:00 AM,188.6,189.95,164.15,167.44,6.956812E+08
7/31/2008 12:00:00 AM,164.23,180.91,146.53,158.95,7.048891E+08
8/31/2008 12:00:00 AM,159.9,180.45,152.91,169.53,4.673231E+08
9/30/2008 12:00:00 AM,172.4,173.5,100.59,113.66,8.594311E+08
10/31/2008 12:00:00 AM,111.92,116.4,85,107.59,1.478985E+09
11/30/2008 12:00:00 AM,105.93,111.79,79.14,92.67,8.437227E+08
12/31/2008 12:00:00 AM,91.3,103.6,84.55,85.35,7.237339E+08
1/31/2009 12:00:00 AM,85.88,97.17,78.2,90.13,6.506435E+08
2/28/2009 12:00:00 AM,89.1,103,86.51,89.31,4.951619E+08
3/31/2009 12:00:00 AM,88.12,109.98,82.33,105.12,5.50639E+08
4/30/2009 12:00:00 AM,104.09,127.2,103.89,125.83,4.219812E+08
5/31/2009 12:00:00 AM,125.8,135.9,119.4,135.81,3.374774E+08
6/30/2009 12:00:00 AM,136.47,146.4,132.88,142.43,4.524124E+08
7/31/2009 12:00:00 AM,143.5,165,134.42,163.39,3.876814E+08
8/31/2009 12:00:00 AM,165.21,172.49,159.42,168.21,2.914546E+08
9/30/2009 12:00:00 AM,167.99,188.9,164.11,185.35,3.565898E+08
10/31/2009 12:00:00 AM,185.35,208.71,180.7,188.5,4.619011E+08
11/30/2009 12:00:00 AM,189.8,208,185.57,199.91,3.017132E+08
12/31/2009 12:00:00 AM,202.24,213.95,188.68,210.73,4.064642E+08
1/31/2010 12:00:00 AM,213.43,215.59,190.25,192.06,5.411571E+08
2/28/2010 12:00:00 AM,192.37,205.17,190.85,204.62,3.846003E+08
3/31/2010 12:00:00 AM,205.75,237.48,205.45,235,4.336038E+08
4/30/2010 12:00:00 AM,237.49,272.46,232.75,261.09,4.410894E+08
5/31/2010 12:00:00 AM,263.84,267.88,199.25,256.88,6.452968E+08
6/30/2010 12:00:00 AM,259.7,279.01,242.2,251.53,5.942003E+08
7/31/2010 12:00:00 AM,254.11,265.99,239.6,257.25,5.590926E+08
8/31/2010 12:00:00 AM,260.44,264.28,235.56,243.1,3.4209E+08
9/30/2010 12:00:00 AM,247.5,294.73,246.28,283.75,4.229107E+08
10/31/2010 12:00:00 AM,286.32,319,277.77,300.98,4.355574E+08
11/30/2010 12:00:00 AM,302.63,321.3,297.76,311.15,3.390412E+08
12/31/2010 12:00:00 AM,315.66,326.66,314.89,322.56,2.486662E+08
1/31/2011 12:00:00 AM,325.9,348.6,324.84,339.32,3.866224E+08
2/28/2011 12:00:00 AM,341.54,364.9,337.72,353.21,3.316254E+08
3/31/2011 12:00:00 AM,355.27,361.67,326.26,348.51,4.033835E+08
4/30/2011 12:00:00 AM,351.11,355.13,320.16,350.13,3.301483E+08
5/31/2011 12:00:00 AM,349.74,351.83,329.42,347.83,2.467941E+08
6/30/2011 12:00:00 AM,348.87,352.13,310.5,335.67,3.307233E+08
7/31/2011 12:00:00 AM,335.95,404.5,334.2,390.48,3.802908E+08
8/31/2011 12:00:00 AM,398,399.5,353.02,384.83,5.748969E+08
9/30/2011 12:00:00 AM,385.82,422.86,366.48,381.32,4.274467E+08
10/31/2011 12:00:00 AM,380.37,426.7,354.24,404.78,4.68773E+08
11/30/2011 12:00:00 AM,397,408,363.32,382.2,3.199933E+08
12/31/2011 12:00:00 AM,382.54,409.09,377.68,405,2.249926E+08
1/31/2012 12:00:00 AM,409.4,458.24,409,456.48,2.444852E+08
2/29/2012 12:00:00 AM,458.41,547.61,453.98,542.97,4.055146E+08
3/31/2012 12:00:00 AM,548.17,621.45,516.22,599.55,5.556772E+08
4/30/2012 12:00:00 AM,601.83,644,555,583.98,5.562645E+08
5/31/2012 12:00:00 AM,584.9,596.76,522.18,577.73,3.962479E+08
6/30/2012 12:00:00 AM,569.16,590,548.5,584,2.803137E+08
7/31/2012 12:00:00 AM,584.73,619.87,570,610.76,3.177578E+08
8/31/2012 12:00:00 AM,615.91,680.87,600.25,665.24,2.949855E+08
9/30/2012 12:00:00 AM,665.79,705.07,656,667.1,3.281579E+08
10/23/2012 10:28:41 AM,671.5,676.75,609.62,626.93,3.143657E+08
