Date,Open,High,Low,Close,Volume 
10/31/2007 12:00:00 AM,569.97,707,569.61,707,1.554418E+08
11/30/2007 12:00:00 AM,702.79,747.24,616.02,693,1.714711E+08
12/31/2007 12:00:00 AM,691.01,724.8,652.5,691.48,8.54791E+07
1/31/2008 12:00:00 AM,692.87,697.37,519,564.3,1.578009E+08
2/29/2008 12:00:00 AM,528.67,541.04,446.85,471.18,1.771915E+08
3/31/2008 12:00:00 AM,471.51,472.72,412.11,440.47,1.456235E+08
4/30/2008 12:00:00 AM,447.74,584.86,441,574.29,1.430862E+08
5/31/2008 12:00:00 AM,578.31,602.45,537.81,585.8,1.04652E+08
6/30/2008 12:00:00 AM,582.5,588.04,515.09,526.42,9.38318E+07
7/31/2008 12:00:00 AM,519.58,555.68,465.6,473.75,1.041167E+08
8/31/2008 12:00:00 AM,472.51,510.66,461.9,463.29,6.88195E+07
9/30/2008 12:00:00 AM,476.77,482.18,380.71,400.52,1.398634E+08
10/31/2008 12:00:00 AM,411.15,416.98,309.44,359.36,1.99469E+08
11/30/2008 12:00:00 AM,357.58,372.36,247.3,292.96,1.580524E+08
12/31/2008 12:00:00 AM,286.68,329.5,262.58,307.65,1.131681E+08
1/31/2009 12:00:00 AM,308.6,352.33,282.75,338.53,1.099785E+08
2/28/2009 12:00:00 AM,334.29,381,329.55,337.99,1.115945E+08
3/31/2009 12:00:00 AM,333.33,359.16,289.45,348.06,1.144342E+08
4/30/2009 12:00:00 AM,343.78,403.75,340.61,395.97,8.78222E+07
5/31/2009 12:00:00 AM,395.03,417.23,384.69,417.23,5.70535E+07
6/30/2009 12:00:00 AM,418.73,447.34,401.89,421.59,7.04671E+07
7/31/2009 12:00:00 AM,424.2,452.7,395.98,443.05,7.30033E+07
8/31/2009 12:00:00 AM,448.74,474.35,438.56,461.67,4.87505E+07
9/30/2009 12:00:00 AM,459.68,507,452.59,495.85,5.10853E+07
10/31/2009 12:00:00 AM,493,561.64,482.6,536.12,7.71644E+07
11/30/2009 12:00:00 AM,537.08,587.06,528.24,583,4.09028E+07
12/31/2009 12:00:00 AM,588.13,625.99,579.18,619.98,4.26252E+07
1/31/2010 12:00:00 AM,626.95,629.51,525.61,529.94,8.90592E+07
2/28/2010 12:00:00 AM,534.6,547.5,520,526.8,5.20428E+07
3/31/2010 12:00:00 AM,529.2,588.28,527.74,567.12,8.37489E+07
4/30/2010 12:00:00 AM,571.35,597.84,521.03,525.7,7.2974E+07
5/31/2010 12:00:00 AM,526.5,532.92,460,485.63,8.15612E+07
6/30/2010 12:00:00 AM,480.49,509.25,444.72,444.95,5.98465E+07
7/31/2010 12:00:00 AM,445.22,497.5,433.63,484.85,6.92738E+07
8/31/2010 12:00:00 AM,488.98,508.6,447.65,450.02,5.2856E+07
9/30/2010 12:00:00 AM,454.91,536.85,452.5,525.79,5.97343E+07
10/31/2010 12:00:00 AM,530,624.74,518.85,613.7,7.93555E+07
11/30/2010 12:00:00 AM,615,630.85,553.31,555.71,5.84231E+07
12/31/2010 12:00:00 AM,562.82,607,562.4,593.97,4.22941E+07
1/31/2011 12:00:00 AM,596.48,642.96,595.55,600.36,5.99644E+07
2/28/2011 12:00:00 AM,604.49,631.18,601.35,613.4,4.18898E+07
3/31/2011 12:00:00 AM,618.3,619.22,551.28,586.76,6.01445E+07
4/30/2011 12:00:00 AM,589.02,595.19,519,544.1,7.02775E+07
5/31/2011 12:00:00 AM,545.7,545.73,513.4,529.02,4.52706E+07
6/30/2011 12:00:00 AM,528.04,533.2,473.02,506.38,5.91309E+07
7/31/2011 12:00:00 AM,506.74,627.5,506.38,603.69,8.10186E+07
8/31/2011 12:00:00 AM,611.22,615.5,490.86,540.96,1.067551E+08
9/30/2011 12:00:00 AM,543.22,558.52,510.5,515.04,5.86295E+07
10/31/2011 12:00:00 AM,509.85,602.7,480.6,592.64,7.7163E+07
11/30/2011 12:00:00 AM,579.73,618.3,561.33,599.39,6.02854E+07
12/31/2011 12:00:00 AM,600,646.76,599,645.9,5.50473E+07
1/31/2012 12:00:00 AM,652.38,670.25,564.55,580.11,7.36062E+07
2/29/2012 12:00:00 AM,585.29,625.6,579.14,618.25,4.73628E+07
3/31/2012 12:00:00 AM,622.26,658.59,593.84,641.24,4.73304E+07
4/30/2012 12:00:00 AM,640.77,653.14,590.2,604.85,5.88529E+07
5/31/2012 12:00:00 AM,603.79,637.85,579,580.86,5.86651E+07
6/30/2012 12:00:00 AM,571.79,587.89,556.52,580.07,4.65004E+07
7/31/2012 12:00:00 AM,581.82,642.6,562.09,632.97,5.126E+07
8/31/2012 12:00:00 AM,637.3,688.99,623.41,685.09,4.70607E+07
9/30/2012 12:00:00 AM,684.9,764.89,673.5,754.5,6.01763E+07
10/23/2012 10:29:43 AM,759.05,774.38,669.7,684.11,6.15564E+07
